札番号,単語数,総文字数,単語リスト
36,70,262,なつ/夏の夜/の夜は/まだ宵/だ宵な/宵なが/ながら/明けぬ/けぬる/ぬるを/なつの/つのよ/のよは/まだよ/だよひ/よひな/ひなが/あけぬ/夏の夜は/まだ宵な/だ宵なが/宵ながら/明けぬる/けぬるを/なつのよ/つのよは/まだよひ/だよひな/よひなが/ひながら/あけぬる/夏の/の夜/夜は/まだ/だ宵/宵な/なが/がら/明け/けぬ/ぬる/るを/つの/のよ/よは/だよ/よひ/ひな/あけ/なつ夏の夜/夏の夜の夜は/の夜はまだ宵/まだ宵だ宵な/だ宵な宵なが/宵ながながら/ながら明けぬ/明けぬけぬる/けぬるぬるを/ぬるをなつの/なつのつのよ/つのよのよは/のよはまだよ/まだよだよひ/だよひよひな/よひなひなが/ひながあけぬ/あけぬ夏の夜は/夏の夜はまだ宵な/まだ宵
37,71,262,しら/白露に/風の吹/の吹き/吹きし/きしく/秋の野/の野は/しらつ/らつゆ/つゆに/かぜの/ぜのふ/のふき/ふきし/あきの/きのの/ののは/風の吹き/の吹きし/吹きしく/秋の野は/しらつゆ/らつゆに/かぜのふ/ぜのふき/のふきし/ふきしく/あきのの/きののは/白露/露に/風の/の吹/吹き/きし/しく/秋の/の野/野は/らつ/つゆ/ゆに/かぜ/ぜの/のふ/ふき/あき/きの/のの/のは/しら白露に/白露に風の吹/風の吹の吹き/の吹き吹きし/吹きしきしく/きしく秋の野/秋の野の野は/の野はしらつ/しらつらつゆ/らつゆつゆに/つゆにかぜの/かぜのぜのふ/ぜのふのふき/のふきふきし/ふきしあきの/あきのきのの/きののののは/ののは風の吹き/風の吹きの吹きし/の吹き
38,69,262,わすら/忘らる/らるる/身をば/をば思/ば思は/思はず/誓ひて/ひてし/すらる/みをば/をばお/ばおも/おもは/もはず/ちかひ/かひて/忘らるる/身をば思/をば思は/ば思はず/誓ひてし/わすらる/すらるる/みをばお/をばおも/ばおもは/おもはず/ちかひて/かひてし/忘ら/らる/るる/身を/をば/ば思/思は/はず/誓ひ/ひて/てし/わす/すら/みを/ばお/おも/もは/ちか/かひ/わすら忘らる/忘らるらるる/らるる身をば/身をばをば思/をば思ば思は/ば思は思はず/思はず誓ひて/誓ひてひてし/ひてしすらる/すらるみをば/みをばをばお/をばおばおも/ばおもおもは/おもはもはず/もはずちかひ/ちかひかひて/かひて忘らるる/忘らるる身をば思/身をば思をば思は/をば
39,69,262,あさぢ/浅茅生/茅生の/小野の/野の篠/の篠原/しのぶ/のぶれ/ぶれど/さぢふ/ぢふの/をのの/ののし/のしの/しのは/のはら/あさじ/浅茅生の/小野の篠/野の篠原/しのぶれ/のぶれど/あさぢふ/さぢふの/をののし/ののしの/のしのは/しのはら/浅茅/茅生/生の/小野/野の/の篠/篠原/しの/のぶ/ぶれ/れど/あさ/さぢ/ぢふ/ふの/をの/のの/のし/のは/はら/さじ/あさぢ浅茅生/浅茅生茅生の/茅生の小野の/小野の野の篠/野の篠の篠原/の篠原しのぶ/しのぶのぶれ/のぶれぶれど/ぶれどさぢふ/さぢふぢふの/ぢふのをのの/をののののし/ののしのしの/のしのしのは/しのはのはら/のはらあさじ/あさじ浅茅生の/浅茅生の小野の篠/小野の篠野の篠原/野の篠原しの
40,70,262,しの/しのぶ/のぶれ/ぶれど/色に出/に出で/出でに/でにけ/にけり/わが恋/が恋は/いろに/ろにい/にいで/いでに/わがこ/がこひ/こひは/しのぶれ/のぶれど/色に出で/に出でに/出でにけ/でにけり/わが恋は/いろにい/ろにいで/にいでに/いでにけ/わがこひ/がこひは/のぶ/ぶれ/れど/色に/に出/出で/でに/にけ/けり/わが/が恋/恋は/いろ/ろに/にい/いで/がこ/こひ/ひは/しのしのぶ/しのぶのぶれ/のぶれぶれど/ぶれど色に出/色に出に出で/に出で出でに/出でにでにけ/でにけにけり/にけりわが恋/わが恋が恋は/が恋はいろに/いろにろにい/ろにいにいで/にいでいでに/いでにわがこ/わがこがこひ/がこひこひは/こひはしのぶれ/しのぶれのぶれど/のぶれ
41,68,262,こひ/恋すて/すてふ/わが名/が名は/名はま/はまだ/まだき/立ちに/ちにけ/にけり/こひす/ひすて/わがな/がなは/なはま/たちに/恋すてふ/わが名は/が名はま/名はまだ/はまだき/立ちにけ/ちにけり/こひすて/ひすてふ/わがなは/がなはま/なはまだ/たちにけ/恋す/すて/てふ/わが/が名/名は/はま/まだ/だき/立ち/ちに/にけ/けり/ひす/がな/なは/たち/こい/こひ恋すて/恋すてすてふ/すてふわが名/わが名が名は/が名は名はま/名はまはまだ/はまだまだき/まだき立ちに/立ちにちにけ/ちにけにけり/にけりこひす/こひすひすて/ひすてわがな/わがながなは/がなはなはま/なはまたちに/たちに恋すてふ/恋すてふわが名は/わが名はが名はま/が名はま名は
42,64,262,ちぎりき/契りき/りきな/かたみ/たみに/みに袖/に袖を/しぼり/ぼりつ/りつつ/ちぎり/ぎりき/みにそ/にそで/そでを/契りきな/かたみに/たみに袖/みに袖を/しぼりつ/ぼりつつ/ぎりきな/たみにそ/みにそで/にそでを/契り/りき/きな/かた/たみ/みに/に袖/袖を/しぼ/ぼり/りつ/つつ/ちぎ/ぎり/にそ/そで/でを/ちぎりき契りき/契りきりきな/りきなかたみ/かたみたみに/たみにみに袖/みに袖に袖を/に袖をしぼり/しぼりぼりつ/ぼりつりつつ/りつつちぎり/ちぎりぎりき/ぎりきみにそ/みにそにそで/にそでそでを/そでを契りきな/契りきなかたみに/かたみにたみに袖/たみに袖みに袖を/みに袖をしぼりつ/しぼりつぼりつつ/ぼりつつぎりきな/ぎり
43,68,262,あひ/逢ひ見/ひ見て/見ての/のちの/ちの心/の心に/くらぶ/らぶれ/ぶれば/あひみ/ひみて/みての/ちのこ/のここ/こころ/ころに/逢ひ見て/ひ見ての/のちの心/ちの心に/くらぶれ/らぶれば/あひみて/ひみての/のちのこ/ちのここ/のこころ/こころに/逢ひ/ひ見/見て/ての/のち/ちの/の心/心に/くら/らぶ/ぶれ/れば/ひみ/みて/のこ/ここ/ころ/ろに/あい/あひ逢ひ見/逢ひ見ひ見て/ひ見て見ての/見てののちの/のちのちの心/ちの心の心に/の心にくらぶ/くらぶらぶれ/らぶれぶれば/ぶればあひみ/あひみひみて/ひみてみての/みてのちのこ/ちのこのここ/のこここころ/こころころに/ころに逢ひ見て/逢ひ見てひ見ての/ひ見てののちの心/のちの心ちの心に
44,63,262,あふこ/逢ふこ/ふこと/ことの/絶えて/えてし/てしな/しなく/なくは/なかな/かなか/なかに/たえて/おおこ/逢ふこと/ふことの/絶えてし/えてしな/てしなく/しなくは/なかなか/かなかに/あふこと/たえてし/逢ふ/ふこ/こと/との/絶え/えて/てし/しな/なく/くは/なか/かな/かに/あふ/たえ/おお/おこ/あふこ逢ふこ/逢ふこふこと/ふことことの/ことの絶えて/絶えてえてし/えてしてしな/てしなしなく/しなくなくは/なくはなかな/なかなかなか/かなかなかに/なかにたえて/たえておおこ/おおこ逢ふこと/逢ふことふことの/ふことの絶えてし/絶えてしえてしな/えてしなてしなく/てしなくしなくは/しなくはなかなか/なかなかかなかに/かなかにあ
45,66,262,あはれ/はれと/れとも/いふべ/ふべき/べき人/き人は/思ほえ/ほえで/べきひ/きひと/ひとは/おもほ/もほえ/あわれ/あはれと/はれとも/いふべき/ふべき人/べき人は/思ほえで/ふべきひ/べきひと/きひとは/おもほえ/もほえで/あは/はれ/れと/とも/いふ/ふべ/べき/き人/人は/思ほ/ほえ/えで/きひ/ひと/とは/おも/もほ/あわ/われ/あはれはれと/はれとれとも/れともいふべ/いふべふべき/ふべきべき人/べき人き人は/き人は思ほえ/思ほえほえで/ほえでべきひ/べきひきひと/きひとひとは/ひとはおもほ/おもほもほえ/もほえあわれ/あわれあはれと/あはれとはれとも/はれともいふべき/いふべきふべき人/ふべき人べき人は/べき人は思ほえで/思ほえで
46,73,262,ゆら/由良の/良の門/の門を/渡る舟/る舟人/かぢを/ぢを絶/を絶え/ゆらの/らのと/のとを/わたる/たるふ/るふな/ふなび/なびと/ぢをた/をたえ/由良の門/良の門を/渡る舟人/かぢを絶/ぢを絶え/ゆらのと/らのとを/わたるふ/たるふな/るふなび/ふなびと/かぢをた/ぢをたえ/由良/良の/の門/門を/渡る/る舟/舟人/かぢ/ぢを/を絶/絶え/らの/のと/とを/わた/たる/るふ/ふな/なび/びと/をた/たえ/ゆら由良の/由良の良の門/良の門の門を/の門を渡る舟/渡る舟る舟人/る舟人かぢを/かぢをぢを絶/ぢを絶を絶え/を絶えゆらの/ゆらのらのと/らのとのとを/のとをわたる/わたるたるふ/たるふるふな/るふなふなび/ふなびなびと/なびとぢをた/ぢをたをたえ/をたえ
47,67,262,やへ/八重む/重むぐ/むぐら/しげれ/げれる/れる宿/る宿の/さびし/びしき/しきに/やへむ/へむぐ/れるや/るやど/やどの/八重むぐ/重むぐら/しげれる/げれる宿/れる宿の/さびしき/びしきに/やへむぐ/へむぐら/げれるや/れるやど/るやどの/八重/重む/むぐ/ぐら/しげ/げれ/れる/る宿/宿の/さび/びし/しき/きに/へむ/るや/やど/どの/やえ/やへ八重む/八重む重むぐ/重むぐむぐら/むぐらしげれ/しげれげれる/げれるれる宿/れる宿る宿の/る宿のさびし/さびしびしき/びしきしきに/しきにやへむ/やへむへむぐ/へむぐれるや/れるやるやど/るやどやどの/やどの八重むぐ/八重むぐ重むぐら/重むぐらしげれる/しげれるげれる宿/げれる宿れる宿の/れる宿
48,67,262,かぜを/風をい/をいた/いたみ/岩うつ/うつ波/つ波の/おのれ/のれの/れのみ/ぜをい/いはう/はうつ/うつな/つなみ/なみの/風をいた/をいたみ/岩うつ波/うつ波の/おのれの/のれのみ/かぜをい/ぜをいた/いはうつ/はうつな/うつなみ/つなみの/風を/をい/いた/たみ/岩う/うつ/つ波/波の/おの/のれ/れの/のみ/かぜ/ぜを/いは/はう/つな/なみ/みの/かぜを風をい/風をいをいた/をいたいたみ/いたみ岩うつ/岩うつうつ波/うつ波つ波の/つ波のおのれ/おのれのれの/のれのれのみ/れのみぜをい/ぜをいいはう/いはうはうつ/はうつうつな/うつなつなみ/つなみなみの/なみの風をいた/風をいたをいたみ/をいたみ岩うつ波/岩うつ波うつ波の/うつ波のおのれ
49,72,262,みかき/御垣守/衛士の/士のた/のたく/たく火/く火の/夜は燃/は燃え/かきも/きもり/ゑじの/じのた/たくひ/くひの/よるは/るはも/はもえ/衛士のた/士のたく/のたく火/たく火の/夜は燃え/みかきも/かきもり/ゑじのた/じのたく/のたくひ/たくひの/よるはも/るはもえ/御垣/垣守/衛士/士の/のた/たく/く火/火の/夜は/は燃/燃え/みか/かき/きも/もり/ゑじ/じの/くひ/ひの/よる/るは/はも/もえ/みかき御垣守/御垣守衛士の/衛士の士のた/士のたのたく/のたくたく火/たく火く火の/く火の夜は燃/夜は燃は燃え/は燃えかきも/かきもきもり/きもりゑじの/ゑじのじのた/じのたたくひ/たくひくひの/くひのよるは/よるはるはも/るはもはもえ/はもえ衛士のたあ
50,63,262,きみがため　を/君がた/がため/惜しか/しから/からざ/らざり/ざりし/命さへ/きみが/みがた/をしか/いのち/のちさ/ちさへ/君がため/惜しから/しからざ/からざり/らざりし/きみがた/みがため/をしから/いのちさ/のちさへ/君が/がた/ため/惜し/しか/から/らざ/ざり/りし/命さ/さへ/きみ/みが/をし/いの/のち/ちさ/きみがため　を君がた/君がたがため/がため惜しか/惜しかしから/しからからざ/からざらざり/らざりざりし/ざりし命さへ/命さへきみが/きみがみがた/みがたをしか/をしかいのち/いのちのちさ/のちさちさへ/ちさへ君がため/君がため惜しから/惜しからしからざ/しからざからざり/からざりらざりし/らざりしきみがた/きみがた
51,66,262,かく/かくと/くとだ/とだに/えやは/やは伊/は伊吹/伊吹の/さしも/しも草/やはい/はいぶ/いぶき/ぶきの/しもぐ/もぐさ/かくとだ/くとだに/えやは伊/やは伊吹/は伊吹の/さしも草/えやはい/やはいぶ/はいぶき/いぶきの/さしもぐ/しもぐさ/くと/とだ/だに/えや/やは/は伊/伊吹/吹の/さし/しも/も草/はい/いぶ/ぶき/きの/もぐ/ぐさ/かくかくと/かくとくとだ/くとだとだに/とだにえやは/えやはやは伊/やは伊は伊吹/は伊吹伊吹の/伊吹のさしも/さしもしも草/しも草やはい/やはいはいぶ/はいぶいぶき/いぶきぶきの/ぶきのしもぐ/しもぐもぐさ/もぐさかくとだ/かくとだくとだに/くとだにえやは伊/えやは伊やは伊吹/やは伊吹は伊吹の/は伊吹のさ
52,64,262,あけ/明けぬ/けぬれ/ぬれば/暮るる/るるも/るもの/ものと/のとは/知りな/りなが/ながら/あけぬ/くるる/しりな/明けぬれ/けぬれば/暮るるも/るるもの/るものと/ものとは/知りなが/りながら/あけぬれ/くるるも/しりなが/明け/けぬ/ぬれ/れば/暮る/るる/るも/もの/のと/とは/知り/りな/なが/がら/くる/しり/あけ明けぬ/明けぬけぬれ/けぬれぬれば/ぬれば暮るる/暮るるるるも/るるもるもの/るものものと/ものとのとは/のとは知りな/知りなりなが/りながながら/ながらあけぬ/あけぬくるる/くるるしりな/しりな明けぬれ/明けぬれけぬれば/けぬれば暮るるも/暮るるもるるもの/るるものるものと/るものとものとは/ものとは知りなが/知りなが
53,73,262,なげき/嘆きつ/きつつ/ひとり/とり寝/り寝る/寝る夜/る夜の/明くる/くる間/る間は/げきつ/とりね/りねる/ねるよ/るよの/あくる/くるま/るまは/嘆きつつ/ひとり寝/とり寝る/り寝る夜/寝る夜の/明くる間/くる間は/なげきつ/げきつつ/ひとりね/とりねる/りねるよ/ねるよの/あくるま/くるまは/嘆き/きつ/つつ/ひと/とり/り寝/寝る/る夜/夜の/明く/くる/る間/間は/なげ/げき/りね/ねる/るよ/よの/あく/るま/まは/なげき嘆きつ/嘆きつきつつ/きつつひとり/ひとりとり寝/とり寝り寝る/り寝る寝る夜/寝る夜る夜の/る夜の明くる/明くるくる間/くる間る間は/る間はげきつ/げきつとりね/とりねりねる/りねるねるよ/ねるよるよの/るよのあくる/あくるくる
54,65,262,わすれ/忘れじ/れじの/ゆく末/く末ま/末まで/までは/かたけ/たけれ/ければ/すれじ/ゆくす/くすゑ/すゑま/ゑまで/忘れじの/ゆく末ま/く末まで/末までは/かたけれ/たければ/わすれじ/すれじの/ゆくすゑ/くすゑま/すゑまで/ゑまでは/忘れ/れじ/じの/ゆく/く末/末ま/まで/では/かた/たけ/けれ/れば/わす/すれ/くす/すゑ/ゑま/わすれ忘れじ/忘れじれじの/れじのゆく末/ゆく末く末ま/く末ま末まで/末までまでは/まではかたけ/かたけたけれ/たけれければ/ければすれじ/すれじゆくす/ゆくすくすゑ/くすゑすゑま/すゑまゑまで/ゑまで忘れじの/忘れじのゆく末ま/ゆく末まく末まで/く末まで末までは/末まではかたけれ/かたけれたければ/たければ
55,71,262,たき/滝の音/の音は/絶えて/えて久/て久し/久しく/なりぬ/りぬれ/ぬれど/たきの/きのお/のおと/おとは/たえて/えてひ/てひさ/ひさし/さしく/滝の音は/絶えて久/えて久し/て久しく/なりぬれ/りぬれど/たきのお/きのおと/のおとは/たえてひ/えてひさ/てひさし/ひさしく/滝の/の音/音は/絶え/えて/て久/久し/しく/なり/りぬ/ぬれ/れど/きの/のお/おと/とは/たえ/てひ/ひさ/さし/たき滝の音/滝の音の音は/の音は絶えて/絶えてえて久/えて久て久し/て久し久しく/久しくなりぬ/なりぬりぬれ/りぬれぬれど/ぬれどたきの/たきのきのお/きのおのおと/のおとおとは/おとはたえて/たえてえてひ/えてひてひさ/てひさひさし/ひさしさしく/さしく滝の音は
56,67,262,あらざ/らざら/ざらむ/この世/の世の/世のほ/のほか/ほかの/思ひ出/ひ出に/このよ/のよの/よのほ/おもひ/もひで/ひでに/あらざら/らざらむ/この世の/の世のほ/世のほか/のほかの/思ひ出に/このよの/のよのほ/よのほか/おもひで/もひでに/あら/らざ/ざら/らむ/この/の世/世の/のほ/ほか/かの/思ひ/ひ出/出に/のよ/よの/おも/もひ/ひで/でに/あらざらざら/らざらざらむ/ざらむこの世/この世の世の/の世の世のほ/世のほのほか/のほかほかの/ほかの思ひ出/思ひ出ひ出に/ひ出にこのよ/このよのよの/のよのよのほ/よのほおもひ/おもひもひで/もひでひでに/ひでにあらざら/あらざららざらむ/らざらむこの世の/この世のの世のほ/の世のほ世のほ
57,72,262,め/めぐり/ぐり逢/り逢ひ/逢ひて/見しや/しやそ/やそれ/それと/れとも/わかぬ/かぬ間/ぬ間に/ぐりあ/りあひ/あひて/みしや/かぬま/ぬまに/めぐり逢/ぐり逢ひ/り逢ひて/見しやそ/しやそれ/やそれと/それとも/わかぬ間/かぬ間に/めぐりあ/ぐりあひ/りあひて/みしやそ/わかぬま/かぬまに/めぐ/ぐり/り逢/逢ひ/ひて/見し/しや/やそ/それ/れと/とも/わか/かぬ/ぬ間/間に/りあ/あひ/みし/ぬま/まに/めめぐり/めぐりぐり逢/ぐり逢り逢ひ/り逢ひ逢ひて/逢ひて見しや/見しやしやそ/しやそやそれ/やそれそれと/それとれとも/れともわかぬ/わかぬかぬ間/かぬ間ぬ間に/ぬ間にぐりあ/ぐりありあひ/りあひあひて/あひてみしや/みしやかぬま/かぬまぬまにあ
58,70,262,ありま/有馬山/猪名の/名の笹/の笹原/風吹け/吹けば/りまや/まやま/ゐなの/なのさ/のささ/ささは/さはら/かぜふ/ぜふけ/ふけば/猪名の笹/名の笹原/風吹けば/ありまや/りまやま/ゐなのさ/なのささ/のささは/ささはら/かぜふけ/ぜふけば/有馬/馬山/猪名/名の/の笹/笹原/風吹/吹け/けば/あり/りま/まや/やま/ゐな/なの/のさ/ささ/さは/はら/かぜ/ぜふ/ふけ/ありま有馬山/有馬山猪名の/猪名の名の笹/名の笹の笹原/の笹原風吹け/風吹け吹けば/吹けばりまや/りまやまやま/まやまゐなの/ゐなのなのさ/なのさのささ/のささささは/ささはさはら/さはらかぜふ/かぜふぜふけ/ぜふけふけば/ふけば猪名の笹/猪名の笹名の笹原/名の笹原風吹けば/風吹けば
59,65,262,やす/やすら/すらは/らはで/寝なま/なまし/ましも/しもの/ものを/さ夜更/夜更け/更けて/ねなま/さよふ/よふけ/ふけて/やすらは/すらはで/寝なまし/なましも/ましもの/しものを/さ夜更け/夜更けて/ねなまし/さよふけ/よふけて/すら/らは/はで/寝な/なま/まし/しも/もの/のを/さ夜/夜更/更け/けて/ねな/さよ/よふ/ふけ/やすやすら/やすらすらは/すらはらはで/らはで寝なま/寝なまなまし/なましましも/ましもしもの/しものものを/ものをさ夜更/さ夜更夜更け/夜更け更けて/更けてねなま/ねなまさよふ/さよふよふけ/よふけふけて/ふけてやすらは/やすらはすらはで/すらはで寝なまし/寝なましなましも/なましもましもの/ましものしものをあ
60,72,262,おほえ/大江山/いく野/く野の/野の道/の道の/遠けれ/ければ/ほえや/えやま/いくの/くのの/ののみ/のみち/みちの/とほけ/ほけれ/おおえ/いく野の/く野の道/野の道の/遠ければ/おほえや/ほえやま/いくのの/くののみ/ののみち/のみちの/とほけれ/ほければ/大江/江山/いく/く野/野の/の道/道の/遠け/けれ/れば/おほ/ほえ/えや/やま/くの/のの/のみ/みち/ちの/とほ/ほけ/おお/おえ/おほえ大江山/大江山いく野/いく野く野の/く野の野の道/野の道の道の/の道の遠けれ/遠けれければ/ければほえや/ほえやえやま/えやまいくの/いくのくのの/くののののみ/ののみのみち/のみちみちの/みちのとほけ/とほけほけれ/ほけれおおえ/おおえいく野の/いく野のく
61,66,262,いに/いにし/にしへ/しへの/奈良の/良の都/の都の/八重桜/ならの/らのみ/のみや/みやこ/やこの/やへざ/へざく/ざくら/いにしへ/にしへの/奈良の都/良の都の/ならのみ/らのみや/のみやこ/みやこの/やへざく/へざくら/にし/しへ/への/奈良/良の/の都/都の/八重/重桜/なら/らの/のみ/みや/やこ/この/やへ/へざ/ざく/くら/いにいにし/いにしにしへ/にしへしへの/しへの奈良の/奈良の良の都/良の都の都の/の都の八重桜/八重桜ならの/ならのらのみ/らのみのみや/のみやみやこ/みやこやこの/やこのやへざ/やへざへざく/へざくざくら/ざくらいにしへ/いにしへにしへの/にしへの奈良の都/奈良の都良の都の/良の都のならのみ/ならのみらのみやあ
62,69,262,よを/夜をこ/をこめ/こめて/鳥の空/の空音/空音は/謀ると/るとも/よをこ/とりの/りのそ/のそら/そらね/らねは/はかる/かると/夜をこめ/をこめて/鳥の空音/の空音は/謀るとも/よをこめ/とりのそ/りのそら/のそらね/そらねは/はかると/かるとも/夜を/をこ/こめ/めて/鳥の/の空/空音/音は/謀る/ると/とも/とり/りの/のそ/そら/らね/ねは/はか/かる/よお/よを夜をこ/夜をこをこめ/をこめこめて/こめて鳥の空/鳥の空の空音/の空音空音は/空音は謀ると/謀るとるとも/るともよをこ/よをことりの/とりのりのそ/りのそのそら/のそらそらね/そらねらねは/らねははかる/はかるかると/かると夜をこめ/夜をこめをこめて/をこめて鳥の空音/鳥の空音の空
63,66,262,いまは/今はた/はただ/思ひ絶/ひ絶え/絶えな/えなむ/とばか/ばかり/かりを/まはた/おもひ/もひた/ひたえ/たえな/今はただ/思ひ絶え/ひ絶えな/絶えなむ/とばかり/ばかりを/いまはた/まはただ/おもひた/もひたえ/ひたえな/たえなむ/今は/はた/ただ/思ひ/ひ絶/絶え/えな/なむ/とば/ばか/かり/りを/いま/まは/おも/もひ/ひた/たえ/いまは今はた/今はたはただ/はただ思ひ絶/思ひ絶ひ絶え/ひ絶え絶えな/絶えなえなむ/えなむとばか/とばかばかり/ばかりかりを/かりをまはた/まはたおもひ/おもひもひた/もひたひたえ/ひたえたえな/たえな今はただ/今はただ思ひ絶え/思ひ絶えひ絶えな/ひ絶えな絶えなむ/絶えなむとばかり/とばかりばかりを/ばか
64,66,262,あさぼらけ　う/朝ぼら/ぼらけ/宇治の/治の川/の川霧/たえだ/えだえ/だえに/あさぼ/さぼら/うぢの/ぢのか/のかは/かはぎ/はぎり/朝ぼらけ/宇治の川/治の川霧/たえだえ/えだえに/あさぼら/さぼらけ/うぢのか/ぢのかは/のかはぎ/かはぎり/朝ぼ/ぼら/らけ/宇治/治の/の川/川霧/たえ/えだ/だえ/えに/あさ/さぼ/うぢ/ぢの/のか/かは/はぎ/ぎり/あさぼらけ　う朝ぼら/朝ぼらぼらけ/ぼらけ宇治の/宇治の治の川/治の川の川霧/の川霧たえだ/たえだえだえ/えだえだえに/だえにあさぼ/あさぼさぼら/さぼらうぢの/うぢのぢのか/ぢのかのかは/のかはかはぎ/かはぎはぎり/はぎり朝ぼらけ/朝ぼらけ宇治の川/宇治の川治の川霧/治の川霧たえだえ/たえだ
65,65,262,うら/恨みわ/みわび/ほさぬ/さぬ袖/ぬ袖だ/袖だに/あるも/るもの/ものを/うらみ/らみわ/さぬそ/ぬそで/そでだ/でだに/恨みわび/ほさぬ袖/さぬ袖だ/ぬ袖だに/あるもの/るものを/うらみわ/らみわび/ほさぬそ/さぬそで/ぬそでだ/そでだに/恨み/みわ/わび/ほさ/さぬ/ぬ袖/袖だ/だに/ある/るも/もの/のを/らみ/ぬそ/そで/でだ/うら恨みわ/恨みわみわび/みわびほさぬ/ほさぬさぬ袖/さぬ袖ぬ袖だ/ぬ袖だ袖だに/袖だにあるも/あるもるもの/るものものを/ものをうらみ/うらみらみわ/らみわさぬそ/さぬそぬそで/ぬそでそでだ/そでだでだに/でだに恨みわび/恨みわびほさぬ袖/ほさぬ袖さぬ袖だ/さぬ袖だぬ袖だに/ぬ袖だにあるもの/あるものるもの
66,62,262,もろ/もろと/ろとも/ともに/あはれ/はれと/れと思/と思へ/れとお/とおも/おもへ/やまざ/まざく/ざくら/もろとも/ろともに/あはれと/はれと思/れと思へ/はれとお/れとおも/とおもへ/やまざく/まざくら/ろと/とも/もに/あは/はれ/れと/と思/思へ/山桜/とお/おも/もへ/やま/まざ/ざく/くら/もろもろと/もろとろとも/ろともともに/ともにあはれ/あはれはれと/はれとれと思/れと思と思へ/と思へれとお/れとおとおも/とおもおもへ/おもへやまざ/やまざまざく/まざくざくら/ざくらもろとも/もろともろともに/ろともにあはれと/あはれとはれと思/はれと思れと思へ/れと思へはれとお/はれとおれとおも/れとおもとおもへ/とおもへやまざくあ
67,66,262,はるの/春の夜/の夜の/夢ばか/ばかり/かりな/りなる/手枕に/るのよ/のよの/ゆめば/めばか/たまく/まくら/くらに/春の夜の/夢ばかり/ばかりな/かりなる/はるのよ/るのよの/ゆめばか/めばかり/たまくら/まくらに/春の/の夜/夜の/夢ば/ばか/かり/りな/なる/手枕/枕に/はる/るの/のよ/よの/ゆめ/めば/たま/まく/くら/らに/はるの春の夜/春の夜の夜の/の夜の夢ばか/夢ばかばかり/ばかりかりな/かりなりなる/りなる手枕に/手枕にるのよ/るのよのよの/のよのゆめば/ゆめばめばか/めばかたまく/たまくまくら/まくらくらに/くらに春の夜の/春の夜の夢ばかり/夢ばかりばかりな/ばかりなかりなる/かりなるはるのよ/はるのよるのよの/るのよのゆめ
68,69,262,こころに/心にも/あらで/らで憂/で憂き/憂き夜/き夜に/長らへ/らへば/こころ/ころに/ろにも/らでう/でうき/うきよ/きよに/ながら/がらへ/あらで憂/らで憂き/で憂き夜/憂き夜に/長らへば/ころにも/あらでう/らでうき/でうきよ/うきよに/ながらへ/がらへば/心に/にも/あら/らで/で憂/憂き/き夜/夜に/長ら/らへ/へば/ここ/ころ/ろに/でう/うき/きよ/よに/なが/がら/こころに心にも/心にもあらで/あらでらで憂/らで憂で憂き/で憂き憂き夜/憂き夜き夜に/き夜に長らへ/長らへらへば/らへばこころ/こころころに/ころにろにも/ろにもらでう/らでうでうき/でうきうきよ/うきよきよに/きよにながら/ながらがらへ/がらへあらで憂/あらで憂らで憂きあ
69,70,262,あらし/嵐吹く/三室の/室の山/の山の/もみぢ/みぢ葉/ぢ葉は/らしふ/しふく/みむろ/むろの/ろのや/のやま/やまの/みぢば/ぢばは/三室の山/室の山の/もみぢ葉/みぢ葉は/あらしふ/らしふく/みむろの/むろのや/ろのやま/のやまの/もみぢば/みぢばは/嵐吹/吹く/三室/室の/の山/山の/もみ/みぢ/ぢ葉/葉は/あら/らし/しふ/ふく/みむ/むろ/ろの/のや/やま/まの/ぢば/ばは/あらし嵐吹く/嵐吹く三室の/三室の室の山/室の山の山の/の山のもみぢ/もみぢみぢ葉/みぢ葉ぢ葉は/ぢ葉はらしふ/らしふしふく/しふくみむろ/みむろむろの/むろのろのや/ろのやのやま/のやまやまの/やまのみぢば/みぢばぢばは/ぢばは三室の山/三室の山室の山の/室の山のもみぢ葉
70,73,262,さ/寂しさ/しさに/宿を立/を立ち/立ち出/ち出で/出でて/ながむ/がむれ/むれば/さびし/びしさ/やどを/どをた/をたち/たちい/ちいで/いでて/寂しさに/宿を立ち/を立ち出/立ち出で/ち出でて/ながむれ/がむれば/さびしさ/びしさに/やどをた/どをたち/をたちい/たちいで/ちいでて/寂し/しさ/さに/宿を/を立/立ち/ち出/出で/でて/なが/がむ/むれ/れば/さび/びし/やど/どを/をた/たち/ちい/いで/さ寂しさ/寂しさしさに/しさに宿を立/宿を立を立ち/を立ち立ち出/立ち出ち出で/ち出で出でて/出でてながむ/ながむがむれ/がむれむれば/むればさびし/さびしびしさ/びしさやどを/やどをどをた/どをたをたち/をたちたちい/たちいちいで/ちいでいでて/いでて
